,CL=F,GC=F,NG=F,SI=F,^AXJO,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^GSPTSE,^HSI,^IBEX,^KS11,^MXX,^N225,^NDX,^NSEI,^RUT,^STOXX50E,^TWII,^VIX
2012-01-06,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049
2012-01-13,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049,0.7788007830714049
2012-01-20,0.48103042166302307,0.4253979985068888,0.026194288434126918,0.27220484899336794,0.4761216317055943,0.4139253557176557,0.2958317192718107,0.5497433235187201,0.4052075774349127,0.6532984434595251,0.3739463664016688,0.6399554039443118,0.6805480892601917,0.2966692697479268,0.5108679095426433,0.42664452152564764,0.5561758779063475,0.3983842481867769,0.5033041252897844,0.32499454872056127,0.4801749170339118,0.33872093086058785,0.7645145730447772,0.07702888046819267
2012-01-27,0.38711260265682285,0.43421685170996954,0.0318205412574716,0.2929328225498906,0.629747182064294,0.37244027199790414,0.2891185973268471,0.6275844767014983,0.384274486367581,0.52758378524202,0.36604566338059535,0.5900025581855766,0.7010845884024651,0.27794335494820727,0.5107446797278645,0.42778196248873296,0.6177177205893973,0.47053304818407765,0.5054176661990523,0.2657267400578484,0.3359421556761148,0.30262448187331803,0.2660472365199047,0.12321627652113028
2012-02-03,0.44543506801294,0.460872568527636,0.048816709514921584,0.37140675906364545,0.6556657951468062,0.3561559058325712,0.3195513374864155,0.5744739696634557,0.38870760469898796,0.5097207935768935,0.3529268529663405,0.5458523410094432,0.7536621518903753,0.27190153987076515,0.5308428111903197,0.3906526304493764,0.6429315859407819,0.39360155003093794,0.44939665408912033,0.2481362240439055,0.3822791144572605,0.3364236012941724,0.240120561410352,0.0032492413590658954
2012-02-10,0.5205575291089234,0.5393648903671705,0.1329592529475422,0.47850620838666985,0.7353759678440996,0.38788346996970857,0.35509163158123713,0.6696044522317459,0.4589507667509768,0.5883534358051232,0.42971700888218134,0.6321187885609666,0.8034731718883136,0.310172611606034,0.6451752453851046,0.40628355519141585,0.6150669093220028,0.2958530057277385,0.48774160554429746,0.27869888367385476,0.44082994002736736,0.35516756887714535,0.27837326093256426,0.013322743710292436
2012-02-17,0.4234208622594047,0.4738747580390915,0.11498706817899745,0.40779821294512214,0.5257847287404829,0.3025611747748063,0.29681535319484104,0.6144805224669123,0.40233818076546357,0.5421691282938577,0.38977046882978555,0.5624041955149657,0.6743983168693657,0.2787523771956318,0.6401602874841543,0.3658979385284746,0.6751125074034683,0.21353612005013112,0.39607176974237884,0.22103745736999036,0.40298194830109685,0.29506244897924494,0.20420096154948417,0.005432257802857724
2012-02-24,0.47784016590742623,0.6395803169715287,0.11858284962650709,0.49854554100793563,0.6125937197278298,0.4029369595433942,0.32137349821073646,0.5719519258337362,0.4385441264270307,0.5226812924995423,0.4321565095491338,0.5733624507437736,0.6956635043399738,0.2820563570074025,0.7074321943835753,0.39007905284697614,0.6770008534653789,0.2347554730422402,0.40992527780695975,0.31934125331020724,0.5359181997124453,0.32162554688054523,0.20799084071560656,0.005004880494652569
2012-03-02,0.5382197680680786,0.7312026880442691,0.10282663860831162,0.4058193814497964,0.6801632253530653,0.48121485403680997,0.3833154562022958,0.5984287364677551,0.46868856864760583,0.5451603864435892,0.4570915937388142,0.5941484795781733,0.7719300879768733,0.4371433546627289,0.7082138236880319,0.45580754769445897,0.6468800155545115,0.26185975506147574,0.47162301970627496,0.3917819902741313,0.5747127635037782,0.42317989236951875,0.2806571722689398,0.005961211926285871
2012-03-09,0.46531763356722433,0.5317706249948407,0.1199255700543032,0.27707757052954823,0.6130687454421944,0.5160937998950941,0.4193825910213005,0.6103729524504533,0.4576570081149604,0.6008744774467295,0.43996850259764864,0.5536303200718125,0.7900322880171439,0.4030798826003905,0.6729566832148343,0.4772259065667189,0.7693854345081098,0.24873019550639192,0.46313001707347407,0.4208613162532385,0.5601221440798603,0.3312731320881538,0.2948817481190346,0.01074969673709421
2012-03-16,0.4396816018704326,0.5945122665311832,0.128705893649017,0.2256874531590936,0.666191667260856,0.5448993170852627,0.45229172018408004,0.6117702773934762,0.49481893107869696,0.6819043906820851,0.468043386840548,0.5197199043639704,0.7590058709063253,0.5139835368964795,0.7190060294026923,0.45319584870129415,0.7802087764953775,0.32407949201976294,0.43157863257146156,0.43171817065411516,0.5313578269474567,0.4117895805371817,0.2752110526835276,0.006020135718568716
2012-03-23,0.28869613485931095,0.5652591899797165,0.05643433315911918,0.18483775993401855,0.5384349424310267,0.5446504549364218,0.47301182824176485,0.6195686306638085,0.5217291269095032,0.6489476584076783,0.45615909510172575,0.49679778585526707,0.6799137855164143,0.49288194502885035,0.47918861079265335,0.46936833020390534,0.5979412499677816,0.2188790044200553,0.3445840164854874,0.3275085293626208,0.557939608814258,0.40059533612287085,0.2815955335193647,0.0012697716339090603
2012-03-30,0.30419361307623777,0.4057381944213132,0.05157792026020668,0.11582739685648728,0.5982578658894944,0.5336033669104845,0.5308855297007354,0.6356040695135325,0.6904351931863928,0.5874732187358966,0.5879373444074343,0.4979559253158885,0.5753306419265656,0.4515683657224246,0.3612404881115906,0.4922647324710176,0.5686805504997015,0.32921074500871406,0.3428470603743082,0.31227515886769525,0.6035877556446612,0.5216678439367293,0.4241051957944822,0.0004444818840377319
2012-04-06,0.2858430717797524,0.5658890378556439,0.052637286888668,0.1353229738359773,0.5831659384785925,0.6215632043582087,0.5816039686363003,0.7161455536120975,0.5243325954725268,0.541848247879404,0.602656669910258,0.6911300761592124,0.5998080098865364,0.48842102414786653,0.29950825509424644,0.5297984657076013,0.7099509197673731,0.4259986424527587,0.47649545818400335,0.4692267576463538,0.6735933949428389,0.7254673534517657,0.448498550026128,0.0003604539901519364
2012-04-13,0.301251249537888,0.4793583216518824,0.04685739240564175,0.15063769221361364,0.5682645054427264,0.6338238539180571,0.660605965536383,0.7763794014548895,0.5318569219441885,0.7107600583921712,0.7203108964540402,0.7418099754297067,0.7020002062213705,0.46225752248478635,0.2672090162947669,0.52951196259605,0.7212433485346104,0.47616523252566273,0.5546615537848398,0.3989490786175084,0.7761480043797309,0.608957704476249,0.505945997113825,0.0006458137709195774
2012-04-20,0.30346326106471616,0.5188902354606652,0.13517638935154444,0.07701900484136091,0.5774591791914726,0.6039435294501123,0.5237417034304942,0.7056282570144703,0.6736689951174267,0.6974039271113677,0.6988326628047526,0.6200636038387193,0.7032064386012391,0.4930516986832562,0.2418103947149327,0.5312527524624088,0.6559143955644386,0.45026273140236284,0.4698675072790742,0.42204583902783266,0.6453483972258233,0.5096489577427376,0.4596484542348433,0.00013479696948755451
2012-04-27,0.17512837336497206,0.4266580037105992,0.24626852691141765,0.05288056512723888,0.51300170136611,0.6960806633335851,0.4619214127335016,0.7429358313512007,0.47002596534589236,0.5363240435900989,0.5398272414248251,0.7157349781592598,0.48549248106756393,0.41217453413443883,0.16968209546564408,0.5594141269796642,0.7342218055602118,0.5491567424531293,0.5719881109203651,0.49295145283280994,0.5884345750455543,0.7261705661936058,0.5756886981948823,0.0001
2012-05-04,0.13976569348054396,0.30237449834012303,0.1802723155135871,0.032775681666570224,0.7447686565336936,0.5319702519299844,0.37773316041955407,0.6793807465456961,0.4429539459720004,0.46825834664373606,0.6043330628875913,0.7772143151678316,0.43389462188021166,0.6933019523293336,0.23555369331809828,0.43380878365406855,0.7076854417476721,0.7245881490078331,0.6581288961468761,0.6412481603164477,0.5800010961697392,0.6808585586095557,0.4991071908035701,0.0001
2012-05-11,0.08189267605028287,0.33022432076256747,0.07485578948280483,0.023522070386766486,0.48093800225284483,0.48637933389928606,0.16780109546163588,0.4884008571533688,0.3015382893935727,0.25969657655687617,0.337705561211812,0.4786861328898385,0.2959980066189424,0.5211704387767968,0.11534903415388957,0.16298157300388527,0.4042995323198221,0.5151947439776766,0.4436665426111567,0.6645994885828749,0.3317307064855872,0.524543424541268,0.36820088616189156,0.0001
