,CL=F,GC=F,NG=F,SI=F,^AXJO,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^GSPTSE,^HSI,^IBEX,^KS11,^MXX,^N225,^NDX,^NSEI,^RUT,^STOXX50E,^TWII,^VIX
2012-01-06,0.0023731389390606312,0.0012100831450944393,-0.0015842797367601096,0.006470729913651363,-0.0004847088143070156,-0.00026982919232574297,-2.2828611680745408e-05,0.00013006560723326997,-5.97403913397138e-05,4.604823483564017e-05,0.000767595109204844,-1.0206741926376472e-05,0.00023039427955572918,-0.0005834616354731918,-0.0002333366303248858,0.0007394748557737472,0.0004211755861985462,-0.000547128443831045,0.00020869519966227186,-0.0016802262065637413,0.0003389306535762835,-0.001826437331230115,3.0368376160923988e-05,-0.019353783903834812
2012-01-13,0.0024210225113908746,0.001246623208078782,-0.0017922899396665799,0.006730982198664234,-0.0004200837360343701,-0.00019159555971103378,3.870280074064664e-05,0.0001943929635553252,-5.570191721524333e-05,0.00011102200466881542,0.0008419828414214039,6.841295927323562e-05,0.0002850379887558624,-0.00055542649936139,-0.0003802181447614874,0.0007928046974002055,0.0004678255599386317,-0.000490200739906044,0.0002767133418933232,-0.0016198600030358841,0.00041294309300925577,-0.0017456491316826261,6.852872753285855e-05,-0.018249437824034046
2012-01-20,0.0007617689094892522,0.00019643644546713868,-0.00011718635045175049,0.0005816828196171071,-0.0003203500997381479,-0.00024080262258542357,-0.00019822562003823837,-1.9759502551512068e-05,-0.0001769724745882015,5.9108645362298274e-05,-1.7768245963275988e-07,-6.813696249732717e-06,0.0002083855031863545,-0.0002733351242266533,-0.0003452681125017486,5.971806436394591e-05,0.00012814903770611382,-0.00031711302001493036,-3.450132020115007e-05,-0.00048202328477556195,1.5129243541440294e-05,-0.0005218531166636711,0.00016982948272438713,-0.00039274387119458926
2012-01-27,0.00014621568689243475,-5.843298856929557e-05,-0.0003525360899210581,0.0004309318066072752,-0.0006092576952693184,-0.000497734378094603,-0.0004537064954596413,-0.00018353833563827283,-0.00046015575931741847,-0.0003348967744703004,-0.00026939686750198565,-0.00031356816586572406,-1.8885806205430926e-05,-0.000528532317732876,-0.0005123562314547969,-0.00020099087457399256,-4.152638536624771e-05,-0.0006068631072601079,-0.00028100129761558307,-0.0006466011450104226,-0.0003744165899250604,-0.0007347241996327017,-0.0004470857449511958,-0.0010775722669368235
2012-02-03,0.0008676865198968443,0.0005155925053075091,8.181564144324065e-05,0.001462714126982568,-0.00010074527704809944,2.3795282284399643e-06,4.488422325454316e-05,0.00025864681736699154,6.266551910663936e-05,0.0001646483257048297,0.0002201526222859695,0.0001689959957975338,0.0005708210085358063,-3.0044408288696687e-05,-5.839143667626076e-05,0.00025541135707000495,0.0005112596753619407,-7.068947046957791e-05,0.00016906661115696314,-0.00012806796705357697,0.00015442002326228698,-0.00028103258411216355,4.493339419003639e-05,0.00011084536284711516
2012-02-10,0.0005637484767231624,8.537383771945324e-05,-0.000503381337841312,0.0018113747345174778,-0.000695305027470883,-0.0006267972430863414,-0.0005611866050541697,-0.00023179863658625278,-0.0005447615401084752,-0.0003973141739446015,-0.00030157418183933,-0.0003774116861303236,0.00011347965749749356,-0.0006536404492375507,-0.0006529908043561033,-0.00035144089411322975,-0.00015334491793807833,-0.0006310979660528919,-0.000435179329889284,-0.000763705698809955,-0.00041876229205555177,-0.0009337887089187567,-0.0005424188948318514,-0.0003260363830200738
2012-02-17,0.0009587926094100154,0.0007186217926299017,0.00015295659608353587,0.0019677247132809167,7.94115260829139e-05,0.0001682166596642829,0.00020386899624296942,0.00046965732692524844,0.0002228426984231138,0.00034414965855770216,0.00043539643764088306,0.0003447023229162018,0.0006011729020190012,0.0001222944422003441,0.00016181032051041982,0.0003920619535199226,0.0007213780908169815,0.00015659631233608487,0.0002974652515087898,6.146429450727946e-05,0.00035717710726391604,-6.412202227191373e-05,0.00020002161056556535,0.00023205628126681912
2012-02-24,0.0007904732610497305,0.0008232058648222553,-0.00013805510714511544,0.0024690320682182526,-0.00031492949307393507,-0.00021653919107204642,-0.00016263592282187103,2.9899908311421892e-05,-0.00013711595093712228,-4.816513620652977e-05,0.00011572634713175282,-3.472061916546351e-05,0.00026655623907919377,-0.00023917917536274498,-0.00016283541286526228,3.1400713137331574e-05,0.000371622631471847,-0.00020278810261547273,-9.336339970050287e-05,-0.000443455517263924,8.69882052531365e-05,-0.000466463550180574,-0.00014340726970683701,-1.4647127675172932e-05
2012-03-02,0.0013212755131240942,0.0014478143692896646,8.918858478942895e-05,0.0018721610379526155,-6.652901851915768e-05,3.8186264049435207e-05,9.508439110461312e-05,0.0003179239961299147,0.00012679196369098648,0.00022173443517209987,0.00040442962970699996,0.00023816611397328773,0.0006482960855089789,-7.310352962701955e-05,-1.7713220196219803e-05,0.000387217058287213,0.0005631697854703497,2.1052676486871296e-05,0.00021449754798974003,-0.00031916891659689104,0.0004395038474763562,-0.000424937207101971,8.604019508607095e-05,0.000168017188151333
2012-03-09,0.0004605028231632201,0.00021214889433891068,-0.0003759547467653495,0.0003810785259460535,-0.0005822030458267441,-0.0004798521644023447,-0.00041396475893680604,-0.00018543691562295184,-0.000421967457861888,-0.00026753311597034794,-0.00013201033969523646,-0.0003213732002284917,0.00019775855581990556,-0.0005758579552715887,-0.0005237841944902433,-0.00010051365838622562,0.0003478946788471822,-0.00046464909849144593,-0.00032067177211301905,-0.0008945662669047849,-9.111206158745106e-05,-0.0007670459668181652,-0.0004151829310672686,-0.0002393894022694149
2012-03-16,0.0007513715176476496,0.0007903113424064533,-7.395194526679702e-05,0.00047683121653082,-0.00020311787041285464,-7.790964191404536e-05,-1.5432079025954845e-05,0.000196611213525047,-9.72300584473507e-06,0.00021822456244908195,0.0002799460208842792,3.542843820318995e-05,0.0004883187734945312,-0.0002400295785019886,-0.00012904329823793233,0.0002460112745391712,0.0006846958920866141,-0.00014277573960561586,4.270108595936789e-05,-0.0005277552089773293,0.00020620525258361103,-0.0005415418536301856,-4.9405516386428726e-05,3.5077610365691986e-05
2012-03-23,9.310818260438316e-05,0.0004895612113060576,-0.0001641638621368313,0.00010896334151218189,-0.0003804493936554324,-0.0002697571619050718,-0.00019329003217576,2.341516326810553e-05,-0.00015954157520591656,1.1389078496941188e-05,8.429046115351333e-05,-0.00016595966232735794,0.00016457888209879258,-0.00041941738731436244,-0.00030554219256630617,8.719400787826185e-05,0.00016023791297373988,-0.00027134031788678034,-0.0001993647126814249,-0.0005287830484393601,7.398603827895612e-05,-0.0006949139615289256,-0.00023245657146485357,-0.00011349303703865717
2012-03-30,-0.00022373543604272165,-0.0002529135911083598,-0.00044207819068164267,-0.0003569382239837831,-0.0007459949131853954,-0.0006362066365263759,-0.0005219460685129866,-0.000319765486021487,-0.00038480563207759377,-0.0004215502849208532,-1.0042747903255315e-05,-0.0005318038710654187,-0.00035182046146431194,-0.0007649362749213404,-0.000725558265366512,-0.00023998885998491765,-0.0002802787150206135,-0.0006850989510318135,-0.0005521450247529609,-0.0008544435915355723,-0.00022353144989051038,-0.0013578941378829799,-0.000566522840217147,-0.0003770069969399308
2012-04-06,-9.489590826204032e-05,0.00031437704782182746,-0.0002959930744907323,-0.00016164958397522948,-0.0005755596527100971,-0.0004320894404458913,-0.00031090196683027316,-1.550826593172452e-05,-0.00035587300804549514,-0.00029624017643155244,0.0002256287054830341,-0.00015847318662543544,-0.00014794206853374105,-0.0006051429804435271,-0.0005071405152182059,-1.2317316609534242e-06,0.00017676396635118313,-0.0005647162829878714,-0.00031631250608853427,-0.0009908207813202063,0.00011631522336668959,-0.001724243808882807,-0.000388675707364853,-0.0002332174613764681
2012-04-13,-0.00013732413486450284,-1.6748519713930226e-06,-0.00032460377363065945,-0.00017644853015061823,-0.0006583880253276427,-0.0005029457935024216,-0.0003032890923252056,3.2827814059576777e-05,-0.00041719031022570353,-0.00014934552415291438,0.0004779068258390566,-0.00015308060722486267,-5.4611769959119285e-05,-0.0006828797309562068,-0.0005382035260024169,-8.51454956317213e-05,0.0001321117434859293,-0.0006668156033745561,-0.00030900412025088974,-0.0009297423854117477,0.00029090201632754934,-0.001424327730997051,-0.0004389041846457935,-0.00025832423870173415
2012-04-20,0.000138562760018839,0.00038793953253342725,-0.0002150780947213531,-8.531686215219264e-05,-0.0003719352687591167,-0.0002460248463405393,-0.00015576494730226015,0.00015611689692417022,-2.261742366791526e-05,8.195887052411762e-05,0.000684444917826135,-4.1470047550471266e-05,0.0002154921324777624,-0.00039841843362329715,-0.00025018685112058694,0.00021350658968499812,0.0002592820690191474,-0.0003685440393903228,-9.228733137270867e-05,-0.0006906448480692589,0.000247392256624751,-0.0009386371633431849,-0.0001662877499574511,-9.037983765455688e-05
2012-04-27,-0.0003525893235553081,-0.00012750096972057647,-0.0007477573919395652,-0.0003557069134579342,-0.0006595614549659639,-0.00047567693931057514,-0.00048115660704181097,-5.969274549137222e-05,-0.0004770323641687188,-0.00038864132612599736,-3.450995686122562e-05,-0.00021166766114502503,-0.00037298093314604337,-0.0006626748041210927,-0.00048598755597979736,-2.3140006648549114e-05,0.00016353622982091218,-0.0006924333501064457,-0.00028996566442288926,-0.0011328152157316078,-0.00016490435150217576,-0.001805308955186253,-0.000374296880161001,-0.00033216986738686323
2012-05-04,-0.0007267827707206609,-0.0007194964678285949,-0.000983311742873856,-0.0006624388721274213,-0.0010349209129584978,-0.0009729240117312462,-0.0009145884256586323,-0.0005696631715262322,-0.000899877963560567,-0.0008552005536861983,-0.0003009896550486669,-0.0004909067357744082,-0.0008258242850970223,-0.0011355595411353821,-0.0008755181079179141,-0.0006643825238290084,-0.0003166230707127545,-0.0010902306560472848,-0.0005610234518700391,-0.0018718456400729222,-0.0005870943528294371,-0.0020477644778868157,-0.0008603158184044387,-0.000624743922660217
2012-05-11,-0.0009594764755165667,-0.0009182737596141221,-0.0010016397251018864,-0.0009075996973713921,-0.0012890415746998744,-0.0012004812291070885,-0.00106672157801539,-0.0010365663112126948,-0.0011318674073385136,-0.0011083172989465925,-0.000983470716341365,-0.001094350826380341,-0.001095952590263032,-0.0013401300195029055,-0.0010268761803073354,-0.0010287327958649842,-0.0010200575055747893,-0.001318662454344511,-0.0010426379956007656,-0.0021553406722573127,-0.0010648915537994981,-0.001900110751657903,-0.0011274260643003734,-0.0008807258429436609
2012-05-18,-0.00069091138224926,-0.0006907843985448996,-0.0008668370384097,-0.0006500896309898991,-0.0009719906767810115,-0.0008798209356712777,-0.0007862341910256799,-0.0006366827581049815,-0.000821326097480475,-0.0008042824512983545,-0.000596869150855451,-0.0006411967451399626,-0.0007518627979016615,-0.0010215303962892391,-0.0007466330826612161,-0.0007511463645448319,-0.0005707555995898512,-0.001010821037289891,-0.0005968063023639566,-0.001597912656217949,-0.0006425345306575731,-0.0016184006506821027,-0.0008298457377304265,-0.0006321914691652715
2012-05-25,-0.0005943499199400413,-0.0004139162099333177,-0.0011244217388878294,-0.0005835026513295828,-0.0008486220350355626,-0.0007652441014928343,-0.0006720247085999014,-0.0006559644326386531,-0.0007053774341581599,-0.0006964313896192966,-0.0006350635600053516,-0.0006683884075797705,-0.0006735012717627451,-0.0008735115058565932,-0.0006172183619831782,-0.0006382798916311266,-0.0005669336853563091,-0.0008556388575139701,-0.0006114679851352622,-0.0017641313926295885,-0.0006537073346849873,-0.0011752764631108611,-0.0006974104220018808,-0.0005712814505503945
2012-06-01,-0.0006696772475479282,-0.0005351471493914967,-0.001353028644788006,-0.0006238097715753529,-0.0010040076920353348,-0.0007665317371216399,-0.0008321254354191153,-0.0004562197486768203,-0.0007766525914768695,-0.0007140310704805189,-0.0006121452749443366,-0.00046396704567094817,-0.0006787525092508209,-0.0010403068916515056,-0.0008235758108071296,-0.0007121736915642926,-0.000525282917448864,-0.0010187043319574336,-0.00033294325199752835,-0.0013530391160184781,-0.0004779826035590419,-0.0018024462931046717,-0.0008288999708432263,-0.0005860866213208645
2012-06-08,-0.00021105505183116827,0.0002101971738545385,-0.00041613405740791075,-0.0001933395345387429,-0.0004373654744793665,-0.00027766534977489814,-0.0002903780330541804,0.00019398828507799517,-0.00018968318998786003,-0.00015639935754205685,-9.668748472412957e-06,0.0001366171421880107,-0.00012329289255586044,-0.0005169388345242951,-0.0002801507313631292,-0.00016818084769637,7.003122956675948e-05,-0.0004662535813352317,0.00023709374687202754,-0.0006791823727494748,3.101113436257847e-05,-0.0014021026682469692,-0.00022420525874680832,-0.00018164789748192602
2012-06-15,-0.00045342934059690266,-0.0002957357593720765,-0.0006504892552866423,-0.0004180868264767058,-0.0007580384577445703,-0.0005564459188823244,-0.0006010862315486353,-0.000255434566323618,-0.00045807299387029586,-0.0004082938789728154,-0.0001839353969517726,-0.00029222635447584975,-0.0004427032115530017,-0.0008452360092083901,-0.000640811808442894,-0.00047030795880112855,0.0001517571071140554,-0.0007884622245883625,-4.348542430595296e-05,-0.001094541987953847,-0.00016138167395812866,-0.0016937205085810218,-0.0004787779821645519,-0.00038717543751458117
2012-06-22,-3.2062479803436984e-05,0.00037317915584708964,-0.00014355426241091301,-4.575502869781236e-05,-0.00028642718708147457,-0.00015858507771641494,-0.0001448134425199174,0.0004473321373290682,0.00015348821217253932,8.842614694764528e-05,0.00045998392108763896,0.0002815192850070822,0.00014248564833845408,-0.00038035394341241394,-0.00031978137511698787,1.0102580475278914e-05,0.0003561344801631799,-0.0003370971191770821,0.000369909969730527,-0.0005131506817947825,0.0005839197194048652,-0.0008458781010768493,3.0263109279800532e-05,-4.445299539387036e-05
2012-06-29,-0.0001381563454793078,0.00011275005526835131,-0.00031691532472926965,-0.00015046012108699538,-0.0004200134392477693,-0.0002813188019120141,-0.0002451276692522141,0.00012573966740681686,-0.00010082451223279666,4.580638650046953e-05,0.0002344718409035993,9.35864317427126e-05,8.464832923272915e-05,-0.0004983737810466541,-0.00047666416347496925,-0.00010190703786120808,0.00023331819799209808,-0.0004636041864992841,0.0001497961869915936,-0.0006688386102366602,0.000475594764330514,-0.0012269337495896982,-3.950468555686572e-05,-0.00014142943986086568
2012-07-06,-0.00013004196916549944,0.00016192708867498825,-0.0002859528328056313,-0.0001768678791790471,-0.0004570513298242044,-0.00032565878344617967,-0.000308895606820611,0.0002014755663982898,-5.884643924535687e-05,-7.5474605171769375e-06,0.0005012275782013651,0.00017050124458861142,-0.00010593684508100619,-0.0005509349511793671,-0.00034907364765644435,-0.00020162681392196346,0.00015554759922800374,-0.0005013464341706248,7.785875343015877e-05,-0.000805975400168163,0.00021523821504031336,-0.0010273842865352733,-0.00024043198182792386,-0.00016287866134097114
2012-07-13,-0.00021093657659921808,-0.0001770271648155115,-0.00034071233537336825,-0.00029894910515251404,-0.0006102956737434389,-0.00047787409692966816,-0.00045767575825589064,6.430411039063289e-05,-0.00018779567004196165,-0.0002525642540106469,0.0004282936753693649,-5.172224653155898e-06,-0.00018242407186280324,-0.0006796999740340641,-0.0005065984479285448,-0.0003434895658390427,-4.811549965016824e-05,-0.0006498988143433153,8.349010238344431e-05,-0.000911461795497538,-3.887901437645214e-05,-0.0012858749227164304,-0.000348501916539787,-0.0002752496965975973
2012-07-20,-0.00020535883361429702,0.0001075705268062463,-0.0002948281117255118,-0.00023135455709225343,-0.0005326424045294986,-0.00036686244976091755,-0.0003332775973878219,0.00022507052574598672,-0.00013048486603904532,-0.00020811333225731298,0.0006244228617869495,-7.662438836075945e-05,-1.9356709653475763e-05,-0.0006213075581615864,-0.00043400292480410803,-0.0002656782904898871,-6.356732968261587e-05,-0.000570916654784888,6.335024679124816e-05,-0.0009391733604876104,0.00020098400693665313,-0.0008510737135305449,-0.0003240387696204151,-0.00020959844487884898
2012-07-27,-4.253032212940341e-05,7.98445454062898e-05,-0.0003437040125011554,-0.00020007762010003504,-0.0004939914904038529,-0.000334382147655352,-0.0002635379952434392,0.0002800163434452474,-0.00021871735771795622,-2.2796459488481447e-05,0.0007080592650749661,-3.8700282996769484e-05,-7.934497465497534e-05,-0.000559928014697955,-0.0006744418570503175,-0.00018954350063286624,3.8049064879084026e-05,-0.0005393664858186304,2.452060955156641e-05,-0.0007793456090236714,3.4428820793384895e-05,-0.0007507074511207285,-0.0001761075297337057,-0.00018216204589402806
2012-08-03,0.00016681968928805357,0.0003844895644765112,-1.8843121027720007e-05,5.506183321098323e-05,-0.0001093147086832999,-1.7833971231774404e-05,0.00017606843545041857,0.0004724558685673844,4.362428529436727e-05,0.00022232031268869032,0.000810829198621485,0.00019039451564440102,0.00041228688584660315,-0.0001587432899698335,-0.00019036047635327677,0.000354266665398036,0.00038335724972443793,-0.00018257081383063893,0.00021015898542276086,-0.00019174106923908177,0.0005834013538593726,-0.0001444080043015238,0.0003498855340483153,6.086785192417712e-05
